"Date","RF","TERM","CORP","HY","LIQ"
"1998-12-31",NA,NA,NA,NA,NA
"1999-01-31",-0.0262510910987631,0.00914181090460087,0.00363798939771354,-0.0102650571629304,0
"1999-02-28",-0.0350500984302753,-0.0170421156361127,-0.00155113131109919,0.00330185589323062,0
"1999-03-31",-0.0102340917062349,-0.000580671652264608,-0.00040067518173692,-0.00594855505947089,0
"1999-04-30",-0.0140713263417757,0.00759210015283951,0.000545163450100139,-0.00655545660512158,0.018663559469603
"1999-05-31",-0.0133824086663843,-0.0128476697550678,-0.000142036803551959,-0.00070005954583463,-0.0061713162014857
"1999-06-30",-0.0154711038187787,-0.019727121991216,0.000469629033843733,0.00375222508649387,-0.0179812194510147
"1999-07-31",0.0365485893057251,-0.014081851363221,0.000243604416904963,0.0011429137559722,-0.0114460360006354
"1999-08-31",-0.0108579245507534,-0.00494681086709325,-0.00134805573571473,-0.000909968512933901,0.00048875277047411
"1999-09-30",0.00925841305130359,-0.00817433396271694,0.000907319017358299,-0.00187612210446741,0.00188917558745394
"1999-10-31",-0.0149004389004389,0.00133071386204098,-0.000447743607426387,0.00233619585599643,-0.00713569377842582
"1999-11-30",-0.0386765516956751,0.00339945132748298,0.000206047496433159,-0.00363155447879004,0.00897386850740334
"1999-12-31",-0.0040365307496415,-0.00980262035546664,0.00100462269220458,-0.00136473750162336,-0.000857377665230641
"2000-01-31",-0.0226283929608827,-0.00888646028672735,-0.000104872531391353,-0.00117750752296708,-0.0054053459474892
"2000-02-29",-0.0132200009021155,0.00363315327428471,0.00032981778736596,-0.000119432554836929,0.00943428729512619
"2000-03-31",-0.00129308681051454,0.0175051547634337,0.000650234367928437,-0.00109564412546215,-0.000268322619748851
"2000-04-30",-0.0473650646414284,-0.00162746621859156,0.000338776843221478,0.00217400099748744,0.0024078362196619
"2000-05-31",0.0163534139633408,0.00748058393565287,-0.00116836578788515,0.002594061696229,-0.00269823530060376
"2000-06-30",0.0382271590361167,-0.00128279733751002,-0.000205687077096339,0.000118660431390305,0.00125106880430881
"2000-07-31",-0.0315531942233928,0.00329414728528599,0.000612754972451612,0.000494610277093965,-0.000909267105792533
"2000-08-31",-0.0377810699726061,-0.005229235332458,0.00043560043733204,-0.00309970940660442,-0.000999360524624904
"2000-09-30",-0.000830633322620122,0.00415315853330978,0.000168851442467477,-0.00676422593913972,0.000200836347015843
"2000-10-31",-0.0355958744603186,0.00179987063792753,-0.000428034715974746,-0.00342070530936278,-0.01086503670681
"2000-11-30",0.0343405865934692,0.00654571001186954,0.00207878678452444,-0.00951084707257155,0.000218869031276325
"2000-12-31",0.0909319682462562,0.00909479082234688,-0.000877306629498253,-0.0115538187470743,-0.00160105930083798
"2001-01-31",-0.00364486438608014,0.00378195489261401,0.000483307016034829,-0.00627840580332228,-0.00284397631067268
"2001-02-28",-0.00761005413130822,0.0012150917744993,-0.000269070822344064,-0.00282421796628818,0.00132524519077537
"2001-03-31",-0.0321400654031748,0.00235861346404054,0.000767090887939914,-0.00114210812299631,0.00107868838425407
"2001-04-30",-0.00117181548966849,-0.0130940748776482,0.00207416377328795,-0.00052826569633635,-0.00202551291257458
"2001-05-31",-0.0364044173799308,-0.00899412540699462,0.00179066286059915,0.00236864224827493,0.0006649447503152
"2001-06-30",0.00415884263615984,0.00330444591441248,0.000610279471828568,-0.000750082391760554,0.000468949213407344
"2001-07-31",0.0405848362354893,0.0135705908099715,0.00195726305077537,0.00197058732326028,0.00574937641084006
"2001-08-31",0.0458519316288268,0.00446012507841309,0.000656717461279266,-0.000696369660200036,0.00758414672093899
"2001-09-30",0.0123562733757279,-0.00429553570721009,-0.012834109795088,-0.0246456034985787,0.0128059018652386
"2001-10-31",-0.0017835356143644,0.0216277323992812,0.00278962702271601,0.0094242230255448,-0.0134105900481196
"2001-11-30",-0.00652349981592837,-0.00753307124465519,-0.000474872678344007,-0.00363023908663063,-0.00646188248802448
"2001-12-31",-0.00588647996995983,-0.0168877015200891,-0.00014018123016879,0.000434522612346222,-0.000116404506446455
"2002-01-31",-0.0337537014561298,0.00508834687442383,0.000967791485013136,0.000542512913097259,0.00207363873553024
"2002-02-28",0.00827618700787802,-0.00256278448983105,-0.00252617957561685,-0.00155468677723269,-0.00153900144310781
"2002-03-31",0.00587178391018983,-0.011070632774106,0.00386538490069932,0.0040619086758138,0.00323006685737748
"2002-04-30",0.0407611176366767,0.00552707626034121,-0.000920166493020957,-0.00140180994253458,0.0126635245414533
"2002-05-31",0.037931837696177,0.000787854868230298,0.00148542672392682,0.000733043743075923,-0.00127549568584473
"2002-06-30",0.0662600202259029,0.0107880524282964,-0.00555829959353815,-0.00489753962676698,0.0111996576951694
"2002-07-31",0.00166265094193396,0.00965035363479338,-0.00207120774145486,-0.000858955002273842,-0.00267209321854944
"2002-08-31",0.00616216995597063,0.0104150527648177,0.00131201393978375,0.000507513247004487,-0.00272568973769483
"2002-09-30",0.0180333842173372,0.0160927555334784,-0.000312356628561661,-0.000581356047001602,-0.00385940655771022
"2002-10-31",0.00436711582384253,-0.011122367404886,-0.00646850122617282,-0.000644638176560575,-0.00543938059589488
"2002-11-30",0.00686658821578945,0.00401703644040552,0.0106918768670139,0.00215219351565366,0.00382834028218459
"2002-12-31",0.0649239429160222,0.014947950425531,0.00247524638498464,0.000378358303593007,-0.00200362238313301
"2003-01-31",0.0280125640896893,0.0109127588568663,0.00425427061689487,0.00201567148059434,0.000452361381481081
"2003-02-28",0.0109246616231238,0.00847075626978322,-0.00130331867407851,-0.00186930845498168,0.00556196387517871
"2003-03-31",0.0129938455049179,-0.00529769321084395,-0.00168298937988998,-0.00230069704712776,-0.0030028950395844
"2003-04-30",0.0244475602406902,-0.000718355625347389,0.00646883913812424,0.00465711352803178,0.00042258132697337
"2003-05-31",0.0624804162109434,0.0225469984425999,0.00221274301798791,0.00117390069901124,0.00300625138179034
"2003-06-30",-0.0209229146988328,-0.00369116114710455,0.00202339513470573,0.000449103117152183,0.00168342982765446
"2003-07-31",-0.0233087647633423,-0.0171337755913709,0.00294874565618297,0.000720489015388015,-0.0010100488306265
"2003-08-31",-0.0249859071947862,0.00176161919354234,0.00151520280276196,0.00143889663720309,0.00114017909211339
"2003-09-30",0.0703032681220832,0.011704205126754,0.00140187245576273,0.000477800300020093,0.000998736263707389
"2003-10-31",-0.00611136939143508,-0.0146151592009157,0.0012975695139088,0.000347515051095093,0.00103296038407219
